id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgwvAXiH4P87l8uq9Yp4AaABAg	0	0	2020-03-02 21:57:28	Buzz Law	thank god these climate prophets can be criticized and accounted for	UCwkOFIBMh0iJCIXAvpTTAnQ	http://www.youtube.com/channel/UCwkOFIBMh0iJCIXAvpTTAnQ	0		
UgypUq4WrkuC7HOB5CV4AaABAg	0	0	2020-02-25 10:23:56	Peter Downey	Shocking programme. Trotted out were all the far right bogeymen they could find. All non scientists. Clearly, there was a narrative. And it was goodies v the baddies, experts v the dummies. where in this documentary were the likes of Steve Macintyre? Indeed, Macintyre is fundamental to this whole thing. But Macintyre is too much of an expert for comfort, I suspect. I don&#39;t know who&#39;s right on this but I do know that &#39;the believers&#39; like Michael Mann and Steve Jones are prepared to step outside the science. Aided and abetted, of course, by the likes of this programme.	UCEiZpofca0bIrmGs6fubeBw	http://www.youtube.com/channel/UCEiZpofca0bIrmGs6fubeBw	0		
UgzUyzCfqTHRfuEUNoB4AaABAg	0	1	2020-02-09 19:53:18	Frank W	The climate &quot;skeptics&quot; did not trick anyone. The hockey stick was deliberate deception regardless of who is &quot;correct&quot;. I commend President Trump for standing up against this fraud and hysteria. IPCC has been a bad actor from the very beginning. I recommend the YouTube 20 minute presentation from Canada titled Hide The Decline: A Climategate Backgrounder	UCDQP9JUv1o17uyaB1Wlg-mw	http://www.youtube.com/channel/UCDQP9JUv1o17uyaB1Wlg-mw	0		
UgwAIpyaQQ7Ed5SVhD14AaABAg	0	0	2020-02-09 02:16:13	-4*	Everyone should read them for themselves. You be the judge. <br /><a href="https://www.lavoisier.com.au/articles/greenhouse-science/climate-change/climategate-emails.pdf">https://www.lavoisier.com.au/articles/greenhouse-science/climate-change/climategate-emails.pdf</a>	UC6UHrjMzcplMFsl0PsAwWhw	http://www.youtube.com/channel/UC6UHrjMzcplMFsl0PsAwWhw	0		
Ugww2imGbYaHtlIp1JZ4AaABAg	0	0	2020-02-09 02:04:48	-4*	Phil Jones is a fraud.<br /><a href="https://www.plcao.on.ca/phpBB3/viewtopic.php?f=1&amp;t=2904">https://www.plcao.on.ca/phpBB3/viewtopic.php?f=1&amp;t=2904</a>	UC6UHrjMzcplMFsl0PsAwWhw	http://www.youtube.com/channel/UC6UHrjMzcplMFsl0PsAwWhw	0		
UgyCgJuWpR4Z6ZlHWHV4AaABAg	0	0	2020-02-09 02:02:29	-4*	Michael Mann is a fraud.<br /><a href="https://www.bccourts.ca/jdb-txt/sc/19/15/2019BCSC1580.htm">https://www.bccourts.ca/jdb-txt/sc/19/15/2019BCSC1580.htm</a><br /><br /><a href="https://www.google.com/amp/s/www.forbes.com/sites/larrybell/2012/09/18/climategate-star-michael-mann-courts-legal-disaster/amp/">https://www.google.com/amp/s/www.forbes.com/sites/larrybell/2012/09/18/climategate-star-michael-mann-courts-legal-disaster/amp/</a><br /><br /><a href="https://www.google.com/amp/s/www.lifesitenews.com/mobile/opinion/leading-global-warming-scientist-ordered-to-pay-opponents-legal-costs-in-libel-suit">https://www.google.com/amp/s/www.lifesitenews.com/mobile/opinion/leading-global-warming-scientist-ordered-to-pay-opponents-legal-costs-in-libel-suit</a><br /><br /><a href="https://www.forbes.com/sites/jamestaylor/2011/11/23/climategate-2-0-new-e-mails-rock-the-global-warming-debate/#187d4b2227ba">https://www.forbes.com/sites/jamestaylor/2011/11/23/climategate-2-0-new-e-mails-rock-the-global-warming-debate/#187d4b2227ba</a>	UC6UHrjMzcplMFsl0PsAwWhw	http://www.youtube.com/channel/UC6UHrjMzcplMFsl0PsAwWhw	0		
Ugyz-TUpCQFxWS4PR8B4AaABAg	0	0	2020-02-07 07:03:09	MediaSock	These climate change people never give you any solutions, they just tell us what we already can see with our own eyes, this problem is not complicated, it began with the cutting down of trees &amp; the solution is very simple, just start planting trees on mass, where ever you can, just pick a place, seeds are very, very cheap (dirt cheap), you can buy them by the hundreds on the internet, eBay or Amazon with just $10 bucks, this problem can only be fixed locally by you &amp; me, don&#39;t look to these people for solutions because they won&#39;t even tell you that all you have to do to fix this problem is to start planting more trees as soon as possible, that is the only answer, ask yourself do you really believe that governments or the scientist&#39;s will one day come up with some awesome new machine or a solution that will magically fix the climate, of course not, all those billions of dollars wasted just to pay for their salaries, you don&#39;t need billions of dollars or a scientist to tell you what you already know, you will never hear a climate change scientist say &quot; you know what? instead of giving me all this millions of dollars in funding just use that money to plant trees&quot;, that&#39;s what an honest scientist would say, imagine how many seeds you could buy with just the money they spend on all their events, conventions, summit&#39;s, fancy parties, hired venues, catering, security, event organizer&#39;s, advertising (commercials, slogans, posters, pamphlets), hired cars, plane tickets, private jets, fuel &amp; hotel rooms, I would use the money to hire a pilot &amp; an airplane to drop the seeds into the deforested areas right before or during the rainy season, when the rain comes those seeds will be buried &amp; begin germinating, then you just gotta let mother nature do what it does best &amp; before you know it you&#39;ll have your forest back, why has that not been tried yet?, hmm? if I had an airplane I would be dropping seeds all over the place, I would go on seeding runs over deforested areas, it would be great, if all that is too much for you just buy yourself some dirt &amp; pots &amp; start planting in your backyard, I have many plants in my backyard, I now eat fresh fruit &amp; strawberries everyday, don&#39;t waste your time protesting, instead get everybody together, chip in to buy seeds, hire a bus &amp; go plant them in person to an area of your choosing, it&#39;s far better that just hoping that Donald Trump or the next president will one day come to their senses &amp; do the right thing.<br /><a href="https://www.amazon.com/s?k=tree+seeds&amp;ref=nb_sb_noss_1">https://www.amazon.com/s?k=tree+seeds&amp;ref=nb_sb_noss_1</a> <br /><br /><a href="https://www.ebay.com/sch/i.html?_from=R40&amp;_nkw=100+tree+seeds&amp;_sacat=0&amp;LH_TitleDesc=0&amp;_sop=15">https://www.ebay.com/sch/i.html?_from=R40&amp;_nkw=100+tree+seeds&amp;_sacat=0&amp;LH_TitleDesc=0&amp;_sop=15</a> <br /><br /><a href="https://www.ebay.com.au/sch/i.html?_from=R40&amp;_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.Xtree+seeds.TRS0&amp;_nkw=tree+seeds&amp;_sacat=0">https://www.ebay.com.au/sch/i.html?_from=R40&amp;_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.Xtree+seeds.TRS0&amp;_nkw=tree+seeds&amp;_sacat=0</a>	UCMjxRWB74Juw_M_q-Et2SuA	http://www.youtube.com/channel/UCMjxRWB74Juw_M_q-Et2SuA	0		
UgzEubJPlUI03dIgBtR4AaABAg	0	4	2020-02-06 18:50:16	MediaSock	Imagine working at a bank or being a wall street hedge fund manager &amp; your emails get hacked about you talking about using a trick to hide your money losses, you would go out of business the very next day &amp; you would most likely be prosecuted.	UCMjxRWB74Juw_M_q-Et2SuA	http://www.youtube.com/channel/UCMjxRWB74Juw_M_q-Et2SuA	0		
UgzLJ0BGos1Ene04-I14AaABAg	1	25	2020-01-26 09:03:06	Ron Underwood	Typical response when someone is caught &quot;red-handed&quot; making a false statement: &quot;Oh, you&#39;re taking it out of context.&quot; Bull! The climate liars got caught... this video proves they&#39;re lying by how often the &quot;out of context&quot; narrative is repeated. Also, conveniently absent is the flattening of the stick trick. That was the trick. Stop helping to pish this false narrative!	UC6VqR6zNrJC6mqUtPwE3Fxw	http://www.youtube.com/channel/UC6VqR6zNrJC6mqUtPwE3Fxw	0		
UgzLJ0BGos1Ene04-I14AaABAg.94FF-Fy5vns98f6J95y5xm		0	2020-05-15 05:32:15	Eric Walsh	Very true. Cannot deny the intention and the acts behind the emails no matter how the justification was spun.	UCmoLzd-F2pkTKLmFz5rJ5iw	http://www.youtube.com/channel/UCmoLzd-F2pkTKLmFz5rJ5iw	1	UgzLJ0BGos1Ene04-I14AaABAg	Ron Underwood
Ugy16xO_X7AeHEtCt294AaABAg	0	2	2020-01-16 14:54:06	Roberto	So I take it that the calling of Piers Corbyn a prat on one of the emails was also taken out of context? If you want to dispute the climate gate e-mails ( which you are free to ) why don&#39;t you interview non-alarmist scientists ( yes they do exist ) on the context instead of politicians. <br /><br /><br />This video has nothing to do with &#39;how climate sceptics tricked the public&#39; - they didn&#39;t trick anyone ; they just exposed what was going on behind the scenes in a series of e-mails - but comes across as trying to convince people on the street that climate change is real and that man is responsible. Two things which are so vague and aren&#39;t disputed anyway. I mean why else would you interview a neuroscientist ??	UCRypxtUloH6lIKPMbKlpB5A	http://www.youtube.com/channel/UCRypxtUloH6lIKPMbKlpB5A	0		
UgzmAhoFsDqlzSqTXYh4AaABAg	0	0	2020-01-16 09:38:41	Flyingdutchy33	The establishment is utterly corrupt. Politicians do not have your best interest at heart. The media lies all the time.<br /><br /><br />Why do you people believe known and proven liars is completely beyond me.	UCQAzCPG4vhQHCB7QPb0Ctjg	http://www.youtube.com/channel/UCQAzCPG4vhQHCB7QPb0Ctjg	0		
UgxMwDY3ywBknrK0HFh4AaABAg	0	3	2020-01-13 03:53:34	Leanne Patriot	Watch a short clip about the so called fires in the Amazon.<br />It’s called<br />The great amazon fire scare of 2019 ,(it’s by CDN).<br /><br />It appears those fires in the Amazon just before the climate summit last yr was used ,abused ,pushed and propagandised to scare the dumb ppl of the world into believing about omg climate change.<br /><br />Please watch it and learn something.<br /><br />These climate change PUSHERS are also child abusers.greta shouldn’t be front and centre of this thing she as they say when anyone criticised her would get you are abusing a child or a girl who suffers from health issues but we we say that to them it’s she is an adult and stop saying she has health issues she is fine.<br />Yeah see what they do.<br /><br />Anyway my advice to all believers is don’t breed,that’s what I did when I was a believer,after me are no carbon footprints.	UC0t7Jj1mjmJHmCoGYIGI1yA	http://www.youtube.com/channel/UC0t7Jj1mjmJHmCoGYIGI1yA	0		
UgwnDllTF5Nb-F9WH4t4AaABAg	0	2	2020-01-13 02:58:01	Leanne Patriot	Oh yeah this is typical msm propaganda<br />After all they all work for the globalist pushers like the un and Eu.<br /><br />Go brexit.	UC0t7Jj1mjmJHmCoGYIGI1yA	http://www.youtube.com/channel/UC0t7Jj1mjmJHmCoGYIGI1yA	0		
UgxCt2V5C2XEVToQ_RV4AaABAg	0	0	2020-01-13 02:56:50	Leanne Patriot	I’ve been following global warming for almost four decades.<br />I also believed in acid rain,ozone would disappear ,resources would run out by the yr 2000, the y2k shit,the 2012 world will end crap calendar ,and every other sensationalising fear mongering money making piece of crap scam.<br />Oh by the way climate is always changing and has done so since day dot.<br />Lastly these dumb arses are so gullible that they must thing that China’s co2 is gonna stay in china, lmfao.<br />Stupid ppl.<br />And like I said I to was once a global warming believer.<br />But hey we can all make mistakes.	UC0t7Jj1mjmJHmCoGYIGI1yA	http://www.youtube.com/channel/UC0t7Jj1mjmJHmCoGYIGI1yA	0		
Ugwmmr0af6m0MVhmAXp4AaABAg	1	0	2020-01-11 20:48:24	Sam Lair	What if global warming isn’t a hoax?	UCov_MpgR7_57q7rmQPaCWPA	http://www.youtube.com/channel/UCov_MpgR7_57q7rmQPaCWPA	0		
Ugwmmr0af6m0MVhmAXp4AaABAg.93esmtXGGJL93i9c-5FnuJ		1	2020-01-13 03:21:55	Leanne Patriot	Sam Lair why don’t we concentrate on things we know we can change ,like cleaning up our landfills,conserving water, not destroying our land. Those things we can work on. But climate change we’ll guess what the climate does change and Mother Earth controls that not us. Do you know how many things are involved to study climate. And some of those things are unpredictable,like volcanoes and the sun. Then there is the fact that in earths history the earth has been way warmer while the co2 was low and other times when co2 was high while temps were low and other times where temps have risen and then about 500 yrs later co2 climbed but I haven’t seen where co2 went up first and then the temps increased it probably has happened over the multi millions of yrs. Look up agenda 21 Agenda 30 Seven 50. Next al gore is a virtual signallers,do as I say but not as I do. And DiCaprio with his jet planes and yacht Anyway I spent yrs believing global warming ,I never virtual signalled ,I just did my bit,which was not having any carbon footprints( children). I don’t take overseas trips every yr etc etc. But those virtual signalling ( like the latest prince harry) and other entertainers do fly overseas all the time,also why isn’t gore doing conference calls etc instead of using that evil stuff called fossil fuels to travel the world to spread their money making fears scam. Again I was once blind and blindly believed Now I know just how wrong I was. Please take weather ,weather is small and local ,yet our weather ppl still get this small thing called weather wrong,so what makes anyone think that scientists can get something so big so complicated and so complex as the earths climate ,what makes you think they can predict it and what it will be like in say ten yrs or even longer. And why aren’t we protesting in China,China doesn’t have a dome over it keeping their co2 in their area. So the west could get this so called nasty stuff called co2 down to zero but guess what China will put enough up for all the countries. Please ask common sense questions and look at who benefits from this. Lastly they now call it climate change when for two good decades they called it global warming, so if it snows guess what they will blame us and say it’s because of us. That’s my prediction. Watch their pockets get fat while doing exactly what they tell us not to do.	UC0t7Jj1mjmJHmCoGYIGI1yA	http://www.youtube.com/channel/UC0t7Jj1mjmJHmCoGYIGI1yA	1	Ugwmmr0af6m0MVhmAXp4AaABAg	Sam Lair
Ugyq3A390xg553Tl4RV4AaABAg	0	5	2020-01-09 00:32:47	thomas persson	Ther is no such thing as manmade global warming.	UC5BEpT69tPeP2ttC1yA5RKg	http://www.youtube.com/channel/UC5BEpT69tPeP2ttC1yA5RKg	0		
Ugwil01FHKUoZ690Hxx4AaABAg	0	19	2020-01-07 22:35:12	tuberoy1000	When the government lies, telling the truth becomes a crime.	UCQSahOfsgag_F59Tls7B7pQ	http://www.youtube.com/channel/UCQSahOfsgag_F59Tls7B7pQ	0		
UgxiJF4rpvKOvCP7oAF4AaABAg	0	8	2020-01-06 03:58:17	Dan last	Wow, so the fox will investigate claims about a break in at the hen house , I am sure he will be trustworthy.	UCRRBL_AoY2oDDnpq2axfeyQ	http://www.youtube.com/channel/UCRRBL_AoY2oDDnpq2axfeyQ	0		
UgzTDTXrkulbh91FSwh4AaABAg	0	7	2020-01-05 20:30:43	ben lay	Why were the very few damning emails not quoted in this propaganda piece? A completely contrived hit piece on the truth exposed in the email leak.	UCHaT_2WzLGebIhhfASMLRtA	http://www.youtube.com/channel/UCHaT_2WzLGebIhhfASMLRtA	0		
UgzD92FXikXgIRvBDNB4AaABAg	0	4	2020-01-05 16:45:27	Don'tTrustPoliticians	There is no climate change crisis. Check out Tony Heller on YouTube. You will actually see how scientists, governments and government bodies lie and deliberately alter data.	UCtmnI6NltXBOgKns4-Cd15w	http://www.youtube.com/channel/UCtmnI6NltXBOgKns4-Cd15w	0		
UgwD7Qcu8d7NkEl3k3p4AaABAg	0	1	2020-01-01 10:28:49	Colin W	BBC is a propaganda source and nothing more.	UCiSNI3q_8IzY5cYpcXb_uJQ	http://www.youtube.com/channel/UCiSNI3q_8IzY5cYpcXb_uJQ	0		
UgzxHOnKueXEMaD-QGt4AaABAg	0	1	2019-12-24 11:55:36	mitchio86	So they asked general members of the public how they feel about climate change. General members of the public are confused.... er thanks BBC for the deep insight	UCyzWHI3DMTpuQ76ngTtma3w	http://www.youtube.com/channel/UCyzWHI3DMTpuQ76ngTtma3w	0		
UgzkkHeN0ODWSNi33T54AaABAg	3	44	2019-12-22 12:37:23	Em Dee	Remember when the BBC was a credible news station. No I don&#39;t either.	UCSjV0amJ2Vnj3V6sSZKxcfw	http://www.youtube.com/channel/UCSjV0amJ2Vnj3V6sSZKxcfw	0		
UgzkkHeN0ODWSNi33T54AaABAg.92qVh2e6JIk98gYtydXqLk		0	2020-05-15 19:01:19	pricture	*"The BBC Exposed"* by The Corbett Report is worth a watch.	UCgdskZ8ZO6G6rKLk2OjsLnw	http://www.youtube.com/channel/UCgdskZ8ZO6G6rKLk2OjsLnw	1	UgzkkHeN0ODWSNi33T54AaABAg	Em Dee
UgzkkHeN0ODWSNi33T54AaABAg.92qVh2e6JIk95SeMz6Q8oE		0	2020-02-25 10:35:03	Peter Downey	Sorry, I have to disagree with you, Em. I do remember - when they were.	UCEiZpofca0bIrmGs6fubeBw	http://www.youtube.com/channel/UCEiZpofca0bIrmGs6fubeBw	1	UgzkkHeN0ODWSNi33T54AaABAg	Em Dee
UgzkkHeN0ODWSNi33T54AaABAg.92qVh2e6JIk93QP2rYK9gU		6	2020-01-05 20:31:14	ben lay	I remember when I thought it was. Then I grew up!	UCHaT_2WzLGebIhhfASMLRtA	http://www.youtube.com/channel/UCHaT_2WzLGebIhhfASMLRtA	1	UgzkkHeN0ODWSNi33T54AaABAg	Em Dee
Ugxx568E8RSK5nN0twp4AaABAg	1	2	2019-12-16 08:40:20	Tomm Wayfarer	Cooling?<br />LOL<br />NOAA and IPCC <br />are a fraud..<br /> Dr. Tim Ball is the future.	UCRcsmh6iQxLKxsoePIEKH7A	http://www.youtube.com/channel/UCRcsmh6iQxLKxsoePIEKH7A	0		
Ugxx568E8RSK5nN0twp4AaABAg.92acnc7Xc0892cvmofLfXS		0	2019-12-17 06:04:44	www.baloofilms.org	Name a global dataset that doesn't show warming?	UCbprfCDDXAh3k5dA8W9OKug	http://www.youtube.com/channel/UCbprfCDDXAh3k5dA8W9OKug	1	Ugxx568E8RSK5nN0twp4AaABAg	Tomm Wayfarer
UgxOz1L5qg4q_l-3YeZ4AaABAg	0	1	2019-12-14 15:44:00	OK A&M '86	Hahhahaha, what a joke! Boris Johnson should now kill off the BBC while Trump kills off PBS. Why should taxpayer money support such one-sided drivel!	UCxHPf8lebifCqdcqOZ9dbJQ	http://www.youtube.com/channel/UCxHPf8lebifCqdcqOZ9dbJQ	0		
UgwDaJ4dPsRc1qruYi14AaABAg	0	2	2019-12-09 20:20:03	Tony Kennedy	Man made climate change doom..........what proven absurdity. Taxation is theft. Don&#39;t let the power hungry thieves fool you. Sheeeesh.	UCERAMw9BaPUbAjHax_S-wuQ	http://www.youtube.com/channel/UCERAMw9BaPUbAjHax_S-wuQ	0		
Ugw_KyzqrpN9lLHhIFd4AaABAg	0	1	2019-12-05 21:13:54	Dave Jones	@t Nice to see the shots in this presentation show the geoengineering planes right in your face....A gradual normalisation of the decades to condition the younger ones that this is all normal skies, when infact is so far reaching to change the Worlds weather by design. Those Who Control The Weather Control The World...A famous speach by: @17FE. Climate Change Tax and the big con was talked about back in 1934. It&#39;s all a big gov fiddle.<br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /><br /> <br /><br /> 1	UCGWKsd2HOvjTActU1w-5Rpg	http://www.youtube.com/channel/UCGWKsd2HOvjTActU1w-5Rpg	0		
UgxTIJ_tR7Yahz1mIA14AaABAg	0	1	2019-12-05 21:13:54	Dave Jones	@t Nice to see the shots in this presentation show the geoengineering planes right in your face....A gradual normalisation of the decades to condition the younger ones that this is all normal skies, when infact is so far reaching to change the Worlds weather by design. Those Who Control The Weather Control The World...A famous speach by: @17FE. Climate Change Tax and the big con was talked about back in 1934. It&#39;s all a big gov fiddle.<br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /><br /> <br /><br /> 1	UCGWKsd2HOvjTActU1w-5Rpg	http://www.youtube.com/channel/UCGWKsd2HOvjTActU1w-5Rpg	0		
UgwSNZluhilk9MdI8UV4AaABAg	0	1	2019-12-05 21:13:54	Dave Jones	@t Nice to see the shots in this presentation show the geoengineering planes right in your face....A gradual normalisation of the decades to condition the younger ones that this is all normal skies, when infact is so far reaching to change the Worlds weather by design. Those Who Control The Weather Control The World...A famous speach by: @17FE. Climate Change Tax and the big con was talked about back in 1934. It&#39;s all a big gov fiddle.<br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /><br /> <br /><br /> 1	UCGWKsd2HOvjTActU1w-5Rpg	http://www.youtube.com/channel/UCGWKsd2HOvjTActU1w-5Rpg	0		
Ugx79fCvEUdY5rWswJh4AaABAg	1	8	2019-12-02 19:18:54	hej la4	Thank you BBC, for a horrible moment I thought the &#39;climate emergency&#39; was an absolute con.	UC_-r9ebxd_U_yft4_eEouhw	http://www.youtube.com/channel/UC_-r9ebxd_U_yft4_eEouhw	0		
Ugx79fCvEUdY5rWswJh4AaABAg.922ikOGf-Vs92adJK5C2VC		1	2019-12-16 08:44:48	Tomm Wayfarer	Dr.Tim Ball debunked it.	UCRcsmh6iQxLKxsoePIEKH7A	http://www.youtube.com/channel/UCRcsmh6iQxLKxsoePIEKH7A	1	Ugx79fCvEUdY5rWswJh4AaABAg	hej la4
Ugw4Jgla2_fD5vRQbAp4AaABAg	0	1	2019-12-01 20:09:00	nyood mono	Maybe we should just quote the emails and let them speak for themself: <br /><br />Phil Jones:<br />&quot;I hope you’re not right about the lack of warming lasting till about 2020. I’d rather hoped to see the earlier Met(eorological) Office press release with Doug’s paper that said something like—“half the years to 2014 would exceed the warmest year currently on record, 1998”!Still a way to go before 2014.I seem to be getting an email a week from skeptics saying “where’s the warming gone”? I know the warming is on the decades scale, but it would be nice to wear their smug grins away.&quot;<br /><a href="https://www.lavoisier.com.au/articles/greenhouse-science/climate-change/climategate-emails.pdf">https://www.lavoisier.com.au/articles/greenhouse-science/climate-change/climategate-emails.pdf</a>	UCvnxpmGdSc_Q3-kvoenwuRQ	http://www.youtube.com/channel/UCvnxpmGdSc_Q3-kvoenwuRQ	0		
Ugzf7gM13gtbO35IFXN4AaABAg	0	0	2019-12-01 15:36:31	Remco Van Ek	<a href="https://www.youtube.com/watch?v=_lslIyHo6zg&amp;t=9m20s">9:20</a> Really? The world was cooling. It is 100% us and we are leaving the &#39;save zone&#39; really quickly <a href="http://www.realclimate.org/index.php/archives/2013/09/paleoclimate-the-end-of-the-holocene/">http://www.realclimate.org/index.php/archives/2013/09/paleoclimate-the-end-of-the-holocene/</a>	UCAFt6a39_9IGcy31WEj0-Pw	http://www.youtube.com/channel/UCAFt6a39_9IGcy31WEj0-Pw	0		
